PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,uncertainty,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2019-1,0.09292917793603127,0.2774857844608941,0.22851353321137305,0.0010682273545734528,0.022093732604811903,0.10964453126668601,0.009318358652069071,0.0084448969554129,0.010301227997001254,0.0003187293594313426,0.00028118993804112947,0.0024253669727077125,0.002033278346112684,0.0074676893948263535,0.0024958364685895053,0.0022916723942352497,0.008913320693795627,0.19358816477072843,0.005422330535873051,0.002524054429508208,0.0030567724449028916,0.009382123812394814
2019-10,0.04798257800774653,0.11053732635328735,0.005887224270030998,0.0017797117270939755,0.004641850831533264,0.20158174506319934,0.009534980178270393,0.007537035630750688,0.00436649754923667,0.0005430464455047538,0.002073052123298214,0.0005698141074254647,0.0023888919935408748,0.0123904605945261,0.0067358949324112715,0.0007035642759062099,0.29900164577631494,0.05156004283072781,0.21285230084704582,0.001993216812715691,0.0034790852009607383,0.011860034448472966
2019-11,0.13393258644239603,0.023606131936008454,0.41187635984175125,0.0039974781730307924,0.010385096363588048,0.17604779842028215,0.023110801722509487,0.0016072280774324732,0.0019148754291514558,0.004673232656069084,0.005887568356181828,0.0010644031196339557,0.015580266139266259,0.005664400396529955,0.0040754887315674,0.0005150773054781396,0.025124458135982623,0.030224520829392254,0.008908253158828717,0.006110264858448237,0.03236471538231291,0.07332899452415849
2019-12,0.029193436346346698,0.006480142452253244,0.0022829203255904425,0.021941098889862856,0.012824723874763919,0.3616886938342796,0.0024450542270633775,0.006468907763171051,0.004085005829233953,0.011038867175330043,0.05146064833423945,0.017525514033220467,0.012703098865378765,0.031016408169433178,0.2199082992639342,0.02268920703151526,0.005702009369749997,0.006836278332829735,0.0067475637307542365,0.04028811195032901,0.011232432102811447,0.11544157809790899
2019-13,0.030137884167350623,0.015658508880188014,0.018755752535973565,0.0049826211589256795,0.02818471207581423,0.14699094329069348,0.029703180059323053,0.0075766016458084055,0.017351696310792277,0.004463527426256992,0.0022481711008818786,0.5096789316723369,0.00980612731869389,0.020697546833966938,0.030055371155946187,0.022256665042271084,0.013434942830006279,0.051200453446752996,0.0012932625820175879,0.002762032095672107,0.004732945919381688,0.02802812245094594
2019-14,0.18935164014313527,0.06114266266565477,0.26220860581411864,0.0009978402363992514,0.0045352680556546695,0.12611766927608326,0.039595686049079114,0.002068051101149172,0.0012313804959034767,0.000546829244292328,0.0030524695858093224,0.002910344582575728,0.001203428603938445,0.009146112838798948,0.004579618038558379,0.0007924931491607857,0.0008503911303395962,0.2695050098702714,0.003541663389084343,0.006139004962554044,0.007600910643367994,0.0028829201240711034
2019-15,0.05995444789186763,0.10729666349581594,0.0435949335088477,0.003040328476204895,0.5772842568763874,0.13503475057394068,0.007780658306019085,0.0023797692007274727,0.0002151965503167701,0.0019794843675709304,0.000545579151416839,0.0064171659323186215,0.006137481808659598,0.004716807821654177,0.0036215805752539787,0.0012703353856331342,0.008744303702390281,0.01636022769525068,0.002506496942221355,0.0022738557167050234,0.0008288917635647404,0.008016784257233112
2019-16,0.11802907107378363,0.4221129428843093,0.20892547499815786,0.0005468521543175489,0.002637458372267703,0.046181227559369604,0.010540518623320281,0.0024925096621186984,0.00047976912440887655,0.0003386066410464965,0.003092032526006755,0.006306408630207614,0.0021741472416898495,0.005419803888647955,0.0004953206520349792,0.0002895230896855364,0.0003658254014955677,0.16093144094311354,0.0009722012892906781,0.0011379481576931983,0.004315256273933536,0.0022156608131007802
2019-17,0.06268390969492699,0.18202019115875723,0.027431673306794448,0.0012712908820640611,0.07122205969803137,0.13613619412161204,0.002528982464519723,0.01775046840546582,0.0004726625901810299,0.009104043952232707,0.001278558054400488,0.0010943776933159295,0.006397823893393961,0.006163361558689259,0.006569336933859798,0.000513282071575678,0.0006288966702390353,0.10484257699081025,0.32822665871224627,0.0123273092490889,0.01737485320440047,0.003961488693394526
2019-18,0.1523834122906549,0.0889547614351488,0.0605466755953355,0.0028020575748402233,0.009426395745314259,0.1693319860358001,0.011083535599217964,0.010271140513258028,0.010880550254456686,0.00034591666538605933,0.003121959283521885,0.00036296747278649665,0.004193871305344344,0.012108370543747289,0.0026370358443630467,0.0022972393569855166,0.003569204265593421,0.15266499710312076,0.29222132226573017,0.00494296896396113,0.0029134444296962814,0.0029401874557370518
