PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,uncertainty,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2019-1,-0.1842523781164403,1.2121425923733726,1.1904832445586486,-0.26588781993510474,-0.2983269509568877,-0.7431808904268887,-0.19673190115613015,-0.0889927469169032,0.008272681857690131,-0.29632406804162054,-0.344650178819867,-0.2834383407286361,-0.30758255798391343,-0.34789957504949864,-0.2852174017132891,-0.20809092686014785,-0.3325489426328895,1.002348453014457,-0.3942796080731073,-0.49314274447807044,-0.5227733782755182,-0.4396996497135522
2019-10,-0.7937114821760367,0.002546230566061261,-0.6009896801353053,-0.2508476989165969,-0.41582879403274337,0.540933503680498,-0.19340017382347288,-0.10648310435421086,-0.1372176464232316,-0.2907738388669747,-0.28101505801106513,-0.3011292303900496,-0.30462720693467393,-0.289282564733425,-0.2425694144889522,-0.2603468864384838,1.9870322556458404,-0.25140954190924136,1.7556828485329194,-0.5127727685567571,-0.5009115404416354,-0.4063297882317701
2019-11,0.3717385233433306,-0.6272987987718498,2.6660031005260088,-0.20396616922184085,-0.3771600737181873,0.1842932807658523,0.01540149282244684,-0.2207235184180783,-0.19731933262640522,-0.1885815341974503,-0.14554861237486902,-0.29641380578187115,-0.194999408045561,-0.36937191360190774,-0.26932870817163135,-0.26654896260323235,-0.20292273446710882,-0.43974957569737533,-0.3581488466660388,-0.3605270540213682,0.9944090571387239,0.4214687018708942
2019-12,-1.0484852239335167,-0.7513822123398167,-0.6299934980557389,0.17534536243597398,-0.360734296102581,2.777194850131648,-0.30244612365303486,-0.12706106894551894,-0.14411843545013384,-0.03107801521730402,1.4729064640777911,-0.13947314279933057,-0.2189102994953563,-0.06749745288187964,1.9015929960258955,0.4630804708560931,-0.35822697489067473,-0.6462100682867723,-0.3805438802466586,0.9033471330137275,-0.09954451989424053,0.9885961277090667
2019-13,-1.035678864303678,-0.6848819357609914,-0.49743669002051544,-0.18314115844064355,-0.25731697144420174,-0.22155245219253447,0.11679495762320118,-0.1057208472484939,0.181115401259389,-0.1937702253709705,-0.27479598748982886,4.552730442904927,-0.24298577568146423,-0.1903674333896168,-0.00801398735384422,0.4488478777190095,-0.2963935072499191,-0.2545838292186136,-0.43707641833271976,-0.4843424877343723,-0.4360030116340433,-0.18859519796353105
2019-14,1.123200188300735,-0.3553343163195273,1.4616273449592914,-0.267375738456398,-0.41654640562148626,-0.5130956750884755,0.2689457303211773,-0.21184555525212362,-0.21407525829006388,-0.29068024189422453,-0.24623261265229865,-0.2788145514823372,-0.3144790798805909,-0.3279140505676616,-0.2642579997303647,-0.25742072319272974,-0.3970210988739865,1.672506941297116,-0.4137722771069143,-0.3594642639745177,-0.28753726247136246,-0.527224003361958
2019-15,-0.6313773989498007,-0.020933435234235773,-0.29755591044831387,-0.22419942778533003,3.439717502223304,-0.3885481499334468,-0.22038235899479353,-0.20584016562576046,-0.23898707815088005,-0.2552323658469028,-0.3352608185933195,-0.24538042480163277,-0.27347430005553885,-0.3806552013038257,-0.2738942747591327,-0.24169754647338051,-0.3339004228599615,-0.5621370868709648,-0.4245015318706065,-0.5023949274459225,-0.638103937132668,-0.4580865887613037
2019-16,0.15609279611551743,2.2600138134105543,1.0328582266388213,-0.2769092090347949,-0.42932417586438437,-1.6295917182397315,-0.17793458284477745,-0.2036681698442316,-0.23250106315869318,-0.29583224875908504,-0.24482759808157492,-0.24643638782349128,-0.30641185758655803,-0.3722844024103799,-0.30533928770011576,-0.27397071925011796,-0.40089574482410223,0.7140701315973512,-0.44040414250197435,-0.5444000379150995,-0.45762552519228544,-0.5362099411336084
2019-17,-0.5943669165615519,0.5204630426190897,-0.4276215938999095,-0.26159524493857417,0.03244935475506002,-0.37316396049094336,-0.3011552731654652,0.0902832794964789,-0.23267528033786405,-0.07895092801496165,-0.30923024468789634,-0.2961280274105958,-0.2713107097129149,-0.36343062354329275,-0.24424471294413713,-0.2666080339404782,-0.39879219526342585,0.21894380981091538,2.9515107103076677,-0.13062486317071342,0.21842980625176955,-0.5126989905415233
2019-18,0.6219248290612642,-0.15382653441403657,-0.16114531675545682,-0.2292362540743154,-0.38361491286210214,0.0904915328672761,-0.1695827605101227,-0.05380934199966406,0.02247480715377382,-0.29565137840691075,-0.2437647971331762,-0.30310131162723714,-0.28962680539898394,-0.29264150114257026,-0.28379716913266406,-0.2079077485380333,-0.3752811414717917,0.6410978222235991,2.5783239356031604,-0.40369288438242595,-0.5301930306079473,-0.5264527879285603
