PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2018-1,0.16400141533958865,0.006239550679315581,0.09297796022103016,0.10192790086389752,0.028827398250299473,0.017936273094808972,0.012215088920716181,0.0016721882005915458,0.009825127177688632,0.007512949758790537,0.0054739183269791125,0.002824615966146712,0.007226931995534963,0.0029869455520654667,0.002164270260838656,0.004613235487113288,0.005402146038140832,0.0026905137916670633,0.010379046989323662,0.06527775194450201,0.072608279721734
2018-10,0.06484898932758378,0.2922891801980119,0.25906206155606326,0.0005781847006423027,0.016307330794738013,0.001085552711681618,0.00191659601273629,0.0022560005222144472,0.0013876229898603677,0.023290943146793797,0.0077411768546771864,0.002659226867027141,0.017057022162102024,0.0024745647897449546,0.00028308205631967726,0.002575818122283719,0.19209256775425676,0.004316141782019497,0.001095485673791476,0.003267082919884579,0.006701852041908589
2018-11,0.12122295393646859,0.023701473214352793,0.028905868187663514,0.0008388319386768226,0.010049261727951118,0.007891071874100646,0.003116812159973934,0.0012218107069902355,0.00485401549862381,0.008384178195212005,0.02379385540119891,0.3664760493935188,0.06430470486417364,0.010310869316427797,0.0008922993581628947,0.009327461461817742,0.16659364444948985,0.003174973346564106,0.01052134446058469,0.0009502574497402317,0.0035421098117212383
2018-12,0.047409742126089165,0.006755104555858563,0.012465448224176928,0.0020622549633607856,0.006722774904138722,0.012508524666792217,0.002413031911638182,0.00020027590962369148,0.0037112225181562047,0.004768499169737977,0.476575100696616,0.005477245502028889,0.018947875933772784,0.003354899768325933,0.001710894696773866,0.005717597293319325,0.015482819793633024,0.0021795954206875493,0.024312132837458506,0.09337916676685332,0.013863307037472211
2018-13,0.11558132120724994,0.2621518199051661,0.3641286046926843,0.013665025248525212,0.0186773958714761,0.0005964700991046947,0.005515205132071475,0.00024067033188637384,0.00130976138818159,0.0020734892022775935,0.007829904950470581,0.005558236171843965,0.0017493601977618262,0.0008727865213006692,0.0009957948356712524,0.002317662866846093,0.05528259718858896,0.003053051765918713,0.0012115878979330969,0.0025772877721050576,0.005081974160242046
2018-14,0.08738121660294862,0.030378691267432534,0.01437338355692055,0.00023880175092795647,0.0015034797795001901,0.06243674527092614,0.001297649756282101,0.00137773581386352,0.0029183971520085343,0.00027275939557845603,0.00382918854283089,0.009853181397682988,0.0058847574344853505,0.0026608249756681457,0.005062429964284044,0.0026582228196540196,0.4859340718604344,0.1074464894971373,0.0010812672418869253,0.0038304892802168856,0.0035385626291366333
2018-15,0.1037118051285639,0.07675934950389289,0.08994517598765286,0.0005795447274670984,0.037337342730415765,0.012858973701499871,0.0032940575883009813,0.008805248264999347,0.014185426462736713,0.0008434533677001268,0.019740266742288595,0.32759437736444713,0.024981448828133867,0.004979834807123402,0.00028161322246517416,0.005643786351624011,0.03843990156962547,0.002097131913808971,0.025822141682151953,0.015510168268060058,0.008117969263740258
2018-2,0.09240658493983903,0.012894530042539662,0.04213806175629766,0.00046421599658089493,0.0022980266563565237,0.017431125580227365,0.003894683554686952,0.002379249941658798,0.009703825523264535,0.5751095417469585,0.009251560760260782,0.002615783555482354,0.022795983710268017,0.0011733474616090417,0.005641019589934795,0.004831372891669868,0.07284197757514002,0.004331434502128325,0.0189763321835183,0.01970242422557462,0.007567441386776707
2018-3,0.11624106266158964,0.013789169401253559,0.04624286394738371,0.0017669143885249915,0.004084006417905154,0.02447753393342091,0.30971789369663666,0.008170975811969294,0.0022613551893206764,0.00026461865325808277,0.0005422335176319934,0.002290783033096656,0.02755924614580266,0.018525155989694033,0.001528749509351249,0.0012039817261920828,0.1108429610775075,0.015156506320855877,0.024257188749690902,0.01614011692944181,0.006759690699275576
2018-4,0.2413185004075637,0.008543787370734354,0.020627283332398823,0.001484588610994117,0.001185667645781227,0.008892730608140616,0.33941755314327715,0.005172446649709426,0.0016061125415991228,0.0018106595490343337,0.001383174336606189,0.0025890431172814476,0.010441337610507403,0.0065465132758108675,0.00926780718750717,0.00398782050990025,0.010019088993666868,0.058897348800748976,0.00687024925614134,0.011290256052454657,0.08446749592852738
2018-5,0.08553643989240184,0.1813871284526503,0.0041570729486838055,0.000586962369405496,0.00213564781625154,0.0027599926029807176,0.00044272275116227403,0.47707574818192006,0.0014268779525057874,0.0009628464626269,0.0006250407599281445,0.000530426686051372,0.006348007121112377,0.0024296630298276055,0.002160958933950534,0.002945584826620754,0.0648909729077914,0.00455305659439133,0.003533288724483818,0.000917822518498841,0.003860364003493285
2018-6,0.05377324183822883,0.011796776072151618,0.02411934288696224,0.0020104650072310082,0.0026925745789230368,0.037151631255558065,0.002997615570971806,0.002647343551178006,0.003063729847544073,0.00025286178833027427,0.6105609723738151,0.004908238874566689,0.04651164914371414,0.0030181347857249955,0.002715324409766743,0.020749914030506238,0.021973332100173288,0.0020622789118247263,0.003096605740891225,0.0025045416989855577,0.0038235923549695
2018-7,0.04648821952801217,0.012842006495247655,0.0023418423486106454,0.00023660810871519702,0.0025248044832218526,0.0013306614124981115,0.0003995918713826147,0.003485717631661998,0.6024699437093264,0.007443963082410327,0.008773243000034427,0.012040334189886426,0.03616171102308372,0.00564016632940602,0.009613624634393313,0.0006154490050121663,0.04134564099963159,0.02852791822275452,0.005662268541372173,0.003879173844302446,0.01717649027126484
2018-8,0.057672280091869865,0.10543778799714541,0.05076159784481307,0.0016721698574002888,0.002369579021039942,0.005258147043894449,0.004554803736560777,0.0011807594900522097,0.0005228996199973488,0.0002767757314802898,0.013216488803269004,0.36422833538511856,0.011561862731432079,0.009637496361679671,0.003186244089795352,0.001285530151659668,0.188336162478116,0.012752416126769703,0.005679683330153976,0.013125014479186466,0.005813210532217558
2018-9,0.23855651447809864,0.01831488312976369,0.04463823636463065,0.005473992722035238,0.02953879518589242,0.010724675531677866,0.008573849417605956,0.0001964329198023501,0.0005813279256993953,0.0002679377184192472,0.009331238503113789,0.03366622006378091,0.06115524408374343,0.0010040534787414054,0.1150807176191812,0.0032394872000364072,0.008592720050745288,0.0006208205705237637,0.037193136484353226,0.09766998360135003,0.05763670074179278
