PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,uncertainty,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2020-1,0.09843398598263177,0.005279047270512549,0.0351090892196423,0.0002111718196023381,0.021632325599329212,0.16919891179435378,0.08279695825825288,0.009275045652862248,0.0013676839063824341,0.0010405328863431838,0.0023299149694506567,0.01648722114514378,0.0028273659552496494,0.2556214708107582,0.003057210013648547,0.025248519574534785,0.0025416319349167316,0.01974993578682813,0.003514025706703438,0.00696209099682318,0.19137884610074743,0.045937014615282816
2020-10,0.10875344491070037,0.114819822612745,0.037501474237561665,0.0015313225642623655,0.5450661328013061,0.1047201893258313,0.00792455646346563,0.003183207846008897,0.00021797886673221128,0.0009172962148280339,0.0009828065662259892,0.0019490683864446536,0.0054894301375583345,0.006144052830811509,0.003805717863317461,0.0006410504846863293,0.012510271732399962,0.029443864879694154,0.0024108294742913442,0.004657664937541437,0.002600613714209817,0.004729203149377331
2020-11,0.03936821495310056,0.29564472966828514,0.011204167081104995,0.0002838974769003324,0.009912065341222432,0.16392662630443303,0.0030388239162463253,0.00352920344289272,0.00023773009430628133,0.001017610037014287,0.00032426774051981186,0.3770705921309428,0.001517514201484551,0.012445312373821337,0.0022430428080714025,0.00235053751965068,0.0071525468531374,0.04168196174021035,0.004109517160318482,0.003837569542012662,0.013971660231590216,0.005132409382734053
2020-12,0.16966373097173315,0.04536270181947058,0.1465469342159932,0.0008563694875286445,0.0005732495378279358,0.08256769026948005,0.011073249539975885,0.013260466014832181,0.015710855230111696,0.0007818753553816126,0.0002727438395333051,0.0012274567255736793,0.0039689249524207555,0.0058281155342042,0.00045223920412408483,0.0002643412729047417,0.00033400704723502225,0.4823521471911657,0.009081786248273755,0.003060314332678612,0.003631401547258403,0.0031293996622928024
2020-13,0.11248187216736633,0.012959810522666659,0.013441590884195805,0.004984679549007613,0.002311083466789325,0.1833610835032201,0.017514070585567445,0.0012073225023990935,0.0031755845639629735,0.012565479880032164,0.4773525992287732,0.01298664563164253,0.016704740858718474,0.023416645663242683,0.012922252227803537,0.0008621604742062114,0.005477961883266845,0.06279517264143253,0.005278820409754446,0.0047153199960149285,0.002543214648444791,0.010941888711492135
2020-14,0.11613534086805481,0.019868629753224766,0.04023802319352399,0.009978810945412335,0.01358920354896095,0.2087082953298996,0.003209920489770558,0.00678131713553283,0.0011994912273565756,0.003051345813247711,0.0005563991591300829,0.004148429147362515,0.006821506159393984,0.024477286842347637,0.41884719231787715,0.003924080266658046,0.018849801600270527,0.005010752130746326,0.005140803008418985,0.028241309349725116,0.025171820698837527,0.03605024101424781
2020-15,0.11173104411824328,0.2545052515473304,0.012566810852151809,0.00044424221669417526,0.3869578744048724,0.14180738014242583,0.0020507221964438885,0.0021927569283147048,0.0002237471522628336,0.004938629474003419,0.007606261386926086,0.004157857695436936,0.0023514858248200373,0.02634978416102579,0.0021674356498513417,0.0002957924784377392,0.0009634038064306091,0.023518541641963132,0.003568490352903849,0.0025065367877029005,0.0016331522450795301,0.007462798936679289
2020-16,0.10284402753412411,0.007307096606697964,0.003515735462977948,0.0026496380895575937,0.0015933837609784125,0.15768063116962605,0.006095480314257154,0.002422438206686487,0.001112711151805102,0.0034130301387901496,0.0029297504784352698,0.002382509207776511,0.016206259408542062,0.15142457286707078,0.38986660619255065,0.007236999149874964,0.007348942158587372,0.0682252491924188,0.0022125882015425254,0.015254801177050399,0.00449422091203311,0.04378332861861657
2020-17,0.09876802463488323,0.07964700403281226,0.006630519909795277,0.00024654229920985447,0.012159562397076764,0.1315657383674297,0.01752387266199196,0.002357154694907948,0.000433292392725645,0.0019334047166066743,0.0008866399251647178,0.0007102800053479892,0.003987047272637336,0.007188704745867962,0.004085504239643095,0.0006482766824221877,0.0024540711054964366,0.14751249214893547,0.46804316898255155,0.0061085806332986025,0.0038766876547390223,0.0032334304964564122
2020-18,0.08630798727242171,0.016720011155491644,0.24289066427024378,0.06903096921223441,0.047253064515798616,0.4140228816467453,0.006715867182805781,0.00788637589331237,0.00038968571495326534,0.0006403696886166392,0.0008245182705781962,0.007084132518728401,0.0006828581447351833,0.005969897761852063,0.005611272952197293,0.0008030847174877714,0.011813443570673416,0.010732122910870915,0.006277031699817251,0.004328264510415059,0.0202875742459003,0.03372792214412051
