PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2020-1,-0.2335329954914204,-0.5086372766229845,0.11583140761004286,-0.2259632695851516,-0.14098114493851524,0.7502474819241294,-0.25569533444553216,-0.2557923972043154,-0.2572792954854806,-0.14729603032978855,-0.07241225136958533,-0.2872767851505167,2.99026446753122,-0.32758093654939646,0.00487777681851257,-0.20704856534765156,-0.4116863512179601,-0.4038268562595753,-0.4048238692192314,1.3082473112504969,-0.31662612351624864
2020-10,-0.0343352725383206,0.46699480090176704,0.1647082369987646,-0.19396151730168845,5.184838609214516,-0.2111437025584236,-0.3377524264840791,-0.27266860247691616,-0.258467657652995,-0.16942235283506993,-0.28051440442184095,-0.2486853452403678,-0.4753460592356976,-0.3206631549041893,-0.2578117559800186,-0.06379913933622149,-0.29682504998932924,-0.4130486679487745,-0.43177018570653686,-0.4025840563833917,-0.5622450381132095
2020-11,-1.3736864837280252,2.0775236581938716,-0.37255018321437605,-0.22420032813402074,-0.26023212328113854,-0.27387843642618565,-0.3330918637050623,-0.27237867961893925,-0.2575003388370997,-0.18023888579184194,5.089053383395104,-0.30626545776876657,-0.38781223921716307,-0.3351055482864176,-0.23956264840620523,-0.1407896846135509,-0.15181844673334033,-0.3988490382735961,-0.4413597969629675,-0.2995322223937341,-0.5598417297628558
2020-12,1.1414231051395802,-0.15162958665361226,2.3925253747334585,-0.21032304362886278,-0.35525244677148393,-0.17071324094861637,-0.20201169810732347,-0.04525291518814771,-0.2597735110493895,-0.18108516842746997,-0.2908437043533613,-0.27072782072809914,-0.47973489582774764,-0.35165632768978294,-0.2618332003017604,-0.23877215095546875,5.069588727660807,-0.3572849648567632,-0.45044846560467267,-0.3932423852814821,-0.5717806572613229
2020-13,0.03763499498258856,-0.4402280565379247,-0.32683923757860944,-0.11024874796893726,-0.3375703824092778,-0.08801055710747195,-0.36436761399215783,-0.2292547187932672,-0.14614507852291772,7.6549751781983995,-0.1225202199246495,-0.08609911135252109,-0.23540418381736242,-0.23640726617511593,-0.2554513637092008,-0.1648534827459589,0.098347492587752,-0.38907462638108053,-0.43109600853063523,-0.40310424412401324,-0.525214362854918
2020-14,0.10815832872812782,-0.37869420635206025,0.2206163936845057,0.01081390829609989,-0.22281807964072095,-0.2716814889056265,-0.28928587263015704,-0.25826125145710066,-0.23788917419363384,-0.17642611569888994,-0.2490322954302576,-0.22937449162006265,-0.22067030824180206,3.515190130069992,-0.22276477262545674,0.027299950730615027,-0.5863277992383724,-0.3902283381574209,-0.15599985074823164,-0.19802906915589183,-0.37555617862876767
2020-15,0.023141673311641058,1.7111122065491915,-0.3447111411637857,-0.22031341395880633,3.576123095855374,-0.2865660524237834,-0.35109380632539106,-0.27258393139404835,-0.219690236537853,-0.06063177806680528,-0.24889733322515414,-0.2941755292078373,-0.19465854945618138,-0.33580431692540025,-0.2614974525473998,-0.22972771497223815,-0.36703294307025663,-0.4033715766853504,-0.45692394566200617,-0.4113518227060267,-0.5459514567183458
2020-16,-0.14840544749600962,-0.49057432261336087,-0.5296261378167282,-0.1668524492198724,-0.3448728134295246,-0.23462976208695274,-0.34799999811899374,-0.2595350724094938,-0.23440147882038811,-0.13744370226907524,-0.2743100420357101,-0.09332550245858502,1.5428153585335977,3.2473487616009677,-0.18739871728453167,-0.13796748265334455,0.16268731315404417,-0.4147058016776666,-0.3078548247346577,-0.38542295390320747,-0.3294631560609522
2020-17,-0.22708500830811695,0.1537257925682936,-0.4659905662638946,-0.2251058543762252,-0.2373643527000705,-0.08788469457817868,-0.34887936741680803,-0.2695080742220012,-0.24866939803791746,-0.17100189469619842,-0.2982466798739666,-0.27046510488664105,-0.46083429819960303,-0.31807734226430767,-0.2577346149095488,-0.20830681509991053,1.1021449685146727,3.479254102119463,-0.414804211304018,-0.39101944272387085,-0.5711605820944331
2020-18,-0.46760256720472637,-0.4067375837541472,4.3608440279868645,1.4422962964269832,0.11970403733263621,-0.22666374988360288,-0.2744007244909363,-0.270148164697352,-0.26113803979562167,-0.17202224596165913,-0.20701002462020232,-0.31836530843117633,-0.4777653308682274,-0.3039760408561694,-0.256082008936283,-0.07381256506167794,-0.5185364953902559,-0.38073040232325833,-0.43562195961121475,-0.24229329354925186,-0.38939834641049154
2020-19,-1.5143507802959768,-0.43169641586326707,-0.5363839004390396,-0.14634169225133256,-0.3036320057001525,-0.22690826254758062,-0.37516537611569317,-0.23515336156549563,-0.21700327020200033,-0.10934906265263152,-0.205754987819651,0.9330040404189266,-0.3204355498679438,-0.2721719204918516,5.923917515119562,-0.206651794144404,-0.33896315599824894,-0.42788670058147915,-0.4536229931277674,-0.3675349156184036,-0.4371921316244937
2020-2,0.5304970091504984,-0.47912958217012713,-0.48940495056529176,-0.15952704055626765,-0.32202983149805403,-0.2874401339085435,-0.3539469049806732,-0.2704826567228442,-0.23014536492432086,-0.08302556030484637,-0.2907179691012185,0.09480681458230789,-0.2824139705165912,-0.2643134468954027,-0.25982060082591407,-0.22305649782284862,-0.0919692166033747,2.099760176802002,0.9743982431190116,-0.36877375179450944,-0.5212607450203641
2020-20,0.5854100103382427,-0.1775302609311225,3.704064524586144,-0.2247337094417599,-0.2759087991233184,-0.2603118102661279,3.253454582585675,-0.26204279278853587,-0.2354282208714468,-0.1656174765021727,-0.29207233269363103,-0.2870382203641396,-0.48788940035663075,-0.3357876642091181,-0.2512948786577698,-0.15661520616659022,0.8697842249960415,-0.10587874157982097,-0.4330172932830775,-0.4163533059424752,-0.5802062084458979
2020-21,2.3380359333897993,0.1959879362643375,-0.2799674493590272,-0.13184500029372537,1.6829903113186087,-0.3017589676043705,-0.27628870441820175,-0.13319692150504636,-0.24124747911057823,-0.01553073838674736,-0.1858099851907589,-0.02362435292331298,-0.14489881452925668,-0.34138751146236657,-0.2249324109571241,-0.18917506008155907,-0.16614217545248433,-0.3223305767617162,0.9168450997446269,-0.3862016568585358,-0.37361227275816467
2020-22,0.3611853252968993,-0.15021584580828817,-0.4656821529554508,-0.21470467765500745,-0.3392397197847674,-0.2949647771163825,-0.26422752586277054,-0.25339840702156,-0.1496976542292399,0.0020911321528673905,-0.2826845414089139,-0.2508081527604913,0.7086851258410741,-0.20520328187317127,-0.10690647159240639,-0.22624718649016262,0.4046236875282423,2.2585021029714176,0.2915492602966787,-0.3129476814242587,-0.5352374651051081
