PaperID,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,uncertainty,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2021-1,-0.46324044650189045,-0.3657609531014801,-0.320024826968518,-0.25717047459658793,-0.2887790970884105,-0.49449266572373973,4.429636375556169,-0.2622861024955963,-0.1456311149739073,-0.24769766383529193,-0.3113121532824401,1.3715274420865455,1.9364711592583566,-0.22647863867911988,-0.27209751331490434,-0.257692592655606,-0.12536438542061265,-0.3974485148142729,-0.3553059889466098,-0.43159877535133145,-0.16880056018032782,-0.5376161310812435
2021-10,-0.300026982194263,-0.2696170699766641,-0.2983094646094821,-0.2544231322869113,-0.2628321456535461,0.5845808473282591,-0.3549935468031013,-0.26496726928253606,-0.10729404671015315,-0.259099096860665,-0.1555834120850537,-0.5037698226345351,-0.270616407654511,-0.4050692279545277,-0.28988947780223173,-0.013317475282285742,-0.24016650637611217,2.847873301121218,-0.24603756243939978,-0.46849671439463275,-0.015420314940571677,-0.5450829807153378
2021-11,0.35509183864452815,0.22456803016376023,3.275335151119039,-0.26240679439859405,-0.27519994062419334,-1.1177744624075525,-0.10648581227077912,-0.27725546109100657,-0.1488188339854876,-0.21093984343453145,-0.28844845906393485,-0.27784499446505606,-0.26596563444859417,-0.34728637767283527,-0.3213473579766839,-0.2212138514063788,-0.23575685735539095,0.8005256791972849,-0.39009606624669174,-0.47214264336120587,-0.3623874104141405,-0.5568774854474142
2021-12,-0.2444611076685902,-0.5245117202317428,-0.4051753071338419,-0.26778430325012886,-0.295255274233216,-1.1221303361553128,0.026336032024451297,-0.24415679150957334,-0.14906086464044893,3.668905912493598,1.536431199758699,-0.08948848344747781,-0.24594705730934277,-0.40638929765236825,-0.2624734717434952,-0.22860370747240252,-0.19350284162312917,0.22166624909004598,-0.3344009440967178,-0.46271044822740387,-0.357625506231925,-0.5133826065177541
2021-13,0.827109006383121,-0.09877558914227849,0.032669609128219514,-0.23297943358994216,-0.29030810647843347,-1.7664312970961094,-0.17163327370004186,-0.28689056213560493,-0.14593672167617303,-0.2197873001047813,-0.19865326955182142,-0.4622620445695352,-0.2724939710949807,-0.4122404966918524,-0.3032973388992697,-0.25277679760378957,-0.24807712768263945,3.5280707199090995,-0.3798071131410018,-0.4712309954091432,-0.36342266755120145,-0.556036179592384
2021-14,-0.6410632605985384,-0.4827034655328626,-0.45982660644820406,-0.19473750426050185,-0.24938223841249527,1.5344598554881828,-0.3307958681484684,-0.16739212781199705,-0.140728619269446,-0.2385028512102862,-0.2422167732000474,0.4083214935984291,0.26935688863726626,-0.23605667460662122,-0.29682881099044833,-0.19379147663748264,-0.23209810860540153,-0.5681344847341194,-0.34408090098146693,1.7713702486140597,-0.1566712001300365,0.8798080759430543
2021-15,-0.617242507446555,0.41626980499668564,2.5933195167203578,-0.24994043110789987,-0.20911744624779208,-0.31399894174636256,-0.05611284384871598,1.5095906443424927,-0.10689849470590121,-0.25929008333306774,-0.3102598454706369,-0.42871310837234783,-0.2739458914219479,-0.4242989231780727,-0.3199757356444622,-0.23879158182437624,-0.19388008879190802,0.064418933748367,-0.08736773452442362,-0.46381580763846714,-0.30361937749241,-0.5236473837544149
2021-16,-1.11444471628133,0.22402170994558793,-0.2590079308095302,-0.2669712265276529,-0.284433040102401,-1.4330670321290155,-0.36875058019650325,-0.28917783807308806,-0.14846202989889334,-0.014565807102150875,-0.3063474179846906,-0.5797158102312278,-0.277639179831049,-0.4082068414286799,-0.321128490484804,-0.26843883756374287,-0.24207399401684432,3.9124158524648913,-0.26998945270878233,-0.4735342835752336,-0.36439525634584646,-0.5617759250969125
2021-17,-0.42233653686828054,-0.4890645846618321,-0.4033063423161944,-0.26721162311509333,-0.3046528797011142,-0.5497265488513897,-0.2847769170873959,-0.24771514309367643,-0.14863908308997764,4.742467739163438,-0.27248359914820713,0.9178293480036586,-0.13330198752687208,-0.30223521644870543,-0.2506377823989,-0.25237537437485746,-0.24008878045603468,-0.12538045201051506,-0.3687521461750465,-0.4475780231824233,-0.24036005023193321,-0.38493000666004556
2021-18,-0.52624555992119,-0.5366663960878507,-0.3785440235051421,-0.22176029524537577,-0.26854216655372287,0.7400068710389497,-0.29607238549565923,-0.2590666688634405,-0.1428207739746273,-0.24024267165763383,-0.28110217375176116,-0.25754786308750843,-0.22548959194749563,-0.2202982045871514,-0.28927759435818257,-0.26138920109109537,-0.2016340033753217,-0.5556849489353954,-0.3472656346333057,-0.3141600437648544,-0.29759196535373583,4.414171188727506
2021-19,0.2727100993181907,0.29904848686462565,0.23143424888088795,-0.2097300350018055,1.208455654141087,-0.32037411127941046,-0.2915568253986807,4.7435568825031185,-0.09008795115272883,-0.2559390753669448,-0.3168212339352319,0.10411664570271212,-0.24209724780144815,-0.40528187529418563,-0.25049603989311675,-0.25968852586564684,-0.23815958651287988,-0.3862605883296879,-0.3326244544629604,-0.46097494230623554,-0.28389696288506355,-0.5225694382293256
2021-2,-0.7772666823881405,-0.3789905646274943,-0.45425047163099264,-0.22475055662906238,-0.30143070893746027,1.2479149022901648,0.4139415683393217,-0.2655725107195189,-0.14865096046568757,-0.16234657465220623,-0.14443917572634607,1.650347665427887,-0.2333344870748454,-0.30451766093537774,3.5198871988062717,0.19904460866746046,-0.24412045327485785,-0.46904428976681367,-0.3587515585013498,-0.3962907401800452,-0.22729512221231007,0.1959409474507952
2021-20,-0.3781850512206081,-0.4933220005482905,-0.3020637975358911,-0.16394547893421238,-0.17555467107283723,0.9676749373602442,-0.3349601369759473,-0.2406156321495233,-0.1334320048621007,-0.22057008799934946,-0.2848022410487033,-0.27771124529743474,-0.22844000195831124,-0.43768939398903295,-0.20464899703117154,-0.2601140418290096,-0.24074424353820942,-0.20334375387449502,0.004935211627837395,2.957894018560661,-0.2905805401132734,-0.4498588204566556
2021-21,-0.8473840192218794,4.244906466569509,-0.43963961584795214,-0.2624927157592816,0.5430633590943695,-1.1960207895697126,-0.36900589277017554,-0.24977069247650674,-0.14520127118647846,-0.2645338226737978,-0.31635759139506353,0.4218628641257514,-0.2807745577616973,-0.4273166332150291,-0.29344855015075777,-0.26429042233338446,-0.2052641063238229,-0.5813273371942367,-0.37618693491506694,-0.4667908628659961,-0.2061187622331518,-0.44291859062980865
2021-22,-0.7038566158309655,0.46742782793937754,4.211632477684945,-0.24164237943021843,-0.29038015476574236,0.2714203269599828,-0.24391851001607665,-0.14511962574906842,-0.13450017556209048,-0.26660825941971633,-0.30078597647413197,-0.5522162055313325,-0.28084105448554575,-0.4579438183347367,-0.25848154417794345,-0.2588880683927507,-0.11245452175497962,-0.4245642368408425,-0.3694475834431926,-0.4680832937919185,-0.2300848875508125,-0.5194441482716096
2021-23,0.6528944768619234,-0.5185957661587498,-0.46117903206285793,-0.09107383576227294,-0.3035318272435507,0.8568173425113289,-0.35839828264968693,-0.20920592718672362,-0.053845799394084154,-0.02674184417155221,3.2137559139174723,-0.6178600172473248,-0.04234033664137955,-0.3015502021562141,0.2644325408330021,0.6184450214086609,0.2435739189070725,-0.2359710759382772,-0.28603518836354275,-0.4445602730718224,-0.33692110266672387,-0.26519027481403007
2021-24,0.47816113217924855,-0.45395523347416467,-0.21083670846302074,-0.11279168514890657,-0.22157074627668827,1.0197662360948814,0.6679278093843232,-0.279550373642376,-0.14441522026659256,-0.23120199657681414,-0.27185532576099614,-0.4394633163203809,-0.2631596413916963,-0.4727536415864231,-0.2978891878294898,-0.22449859856205706,-0.12700807515797694,-0.5883510005699619,2.955030844978483,-0.4446097895482419,-0.36894066740267256,0.39041419107989833
