Year,fairness/algorithm,fairness/optimization,fairness/sensitive-attributes,fairness/representation,utility/welfare,uncertainty,race,risk-assessment,policing,gender/language,image-classification,advertising,recommender-systems,data-collection/privacy,user-study,health,education,ML,explainability,accountability,law/rights,social-sciences/ethics
2018,0.4118151875946198,-0.6225759557274843,0.5601321305782246,-1.0104905848226942,-0.987087184143003,-0.27890117541659243,-1.2575614871631509,1.4212110812238123,1.4099239293978032,1.0881778462392322,1.3569000009749246,1.439677727279882,1.4330557308208225,-1.1765482214770788,-1.4480496260412967,-0.6111663290446231,-0.9076773567953261,0.8971793844867686,-1.3681946778578118,-0.8660518873182159,-0.15260810061422447,-1.0453660839113428
2019,-1.3794392257399897,1.3431322188770392,1.0428522504220676,0.45487312530124246,1.3585052532728314,-1.14374482604693,0.0074729868823119605,-0.8187848750105367,-0.7195625917399692,-1.3179069186772654,-0.8019063601125975,-0.17668052606525783,-0.08735850021796573,-0.05506340345907998,0.41281597218912475,-0.6313343945748326,1.4284390746712539,-0.14845427242851428,0.6018891609411601,-0.7519507974738341,-0.8792085240594945,-0.522805833902222
2020,0.9630862277246262,-0.8841074729553585,-1.197681360732046,-0.6215365424236649,0.05003094580826235,1.2600037296178976,0.06063188705653806,-0.047942769180254544,0.01262151228067346,-0.04731222736800669,-0.7027964831787397,-0.4095401944299945,-0.8018238969936299,-0.03774935230368094,0.8313690337654556,1.4744761749364503,-0.266985497869747,-1.347176987032373,0.869033756643404,0.37566672420017794,1.4300692296187982,1.2336981410905663
2021,0.004537810420749599,0.16355120980580232,-0.4053030202682449,1.1771540019451174,-0.42144901493809156,0.16264227184563151,1.1894566132243007,-0.5544834370330204,-0.702982849938507,0.2770412998060401,0.14780284231641252,-0.8534570067846294,-0.543873333609228,1.2693609772398387,0.2038646200867167,-0.23197545131699474,-0.2537762200061816,0.5984518749741211,-0.10272823972675268,1.2423359605918718,-0.3982526049450787,0.3344737767229976
