170079308	52049981
170079308	168170081
170079308	52177722
170079308	202790069
170079308	1443041
170079308	13496699
170079308	2468323
170079308	153290702
170079308	46845867
170079308	6855746
170079308	14875161
170079308	973866
170079308	15308856
170079308	58534961
170079308	195345878
170079308	5812674
170079308	1165747
170079308	27469478
170079308	6968731
170079308	52170983
170079308	157444824
170079308	6659267
170079308	48362407
210883024	158088192
210883024	67165792
210883024	6324652
210883024	57530207
210883024	26721126
210883024	145356128
210883024	144070433
210883024	145052601
210883024	109182554
210883024	141712602
210883024	152158947
210883024	158630766
209202216	154671722
209202216	145171134
209202216	158264929
209202216	143133374
209202216	53811082
209202216	12924416
209202216	143037378
209202216	1443041
209202216	53047384
209202216	51892988
209202216	3228123
209202216	202737958
209202216	13496699
209202216	149486656
209202216	129946121
209202216	1769114
209202216	3303012
209202216	207195759
209202216	144607653
209202216	58006249
209202216	151338636
209202216	54895308
209202216	53782832
209202216	24068629
209202216	10370344
209202216	12224440
209202216	52195862
209202216	12845273
209202216	4117737
209202216	145640521
209202216	142684085
209202216	88524010
209202216	157481740
209202216	29179746
209202216	58006208
209202216	7384019
209202216	57759365
209202216	75455
209202216	3476015
209202216	16318322
209202216	59548063
209202216	58006214
209202216	145644958
211020036	141758996
211020036	149671057
211020036	150835036
211020036	3551230
211020036	3336633
211020036	159971640
211020036	12924416
211020036	151592880
211020036	143022549
211020036	158297740
211020036	55716908
211020036	1443041
211020036	147382824
211020036	39523770
211020036	3228123
211020036	54172590
211020036	140970293
211020036	148031025
211020036	53997411
211020036	177744604
211020036	148650060
211020036	154609713
211020036	142695129
211020036	2077168
211020036	152651184
211020036	53207813
211020036	159445407
211020036	54195349
211020036	203648106
211020036	24138045
211020036	49544563
211020036	212699828
211020036	144380071
211020036	3247157
211020036	3396127
211020036	206560176
211020036	199002104
211020036	181511270
211020036	167347442
211020036	142031265
211020036	147920027
211020036	186923522
211020036	154343229
211020036	158375731
211020036	24669068
211020036	157194167
211020036	55446907
211020036	214697245
211020036	40848463
211020036	145102548
211020036	149664437
211020036	152552616
211020036	197709338
211020036	28537158
211020036	111068768
211020036	143078335
211020036	152046404
211020036	159429313
211020036	17605414
211020036	145559742
211020036	51906630
211020036	19532049
211020036	63250877
211020036	144470267
211020036	5826063
211020036	146303882
211020036	158980151
211020036	108300480
211020036	49213958
211020036	54883868
211020036	114617971
211020036	141654796
211020036	154076584
211020036	13768543
211020036	45621033
58006083	425347
58006083	15900196
58006083	3770476
58006083	8133224
58006083	42078525
58006083	61330970
58006083	11986519
58006083	14497952
58006083	4984514
58006083	146694234
58006083	16839927
58006083	96824
58006083	14612598
58006083	38155999
58006083	53066703
58006083	16911882
58006083	1054829
58006083	6023345
58006083	13626864
58006083	15870680
58006083	2914187
58006083	2029580
58006083	4823364
58006083	56045923
58006083	125775
58006083	1334313
58006083	206532358
58006083	144296373
58006083	206655390
58006083	9778830
58006083	206639017
58006083	16179465
